,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
336,580.0,1,1.2,1,0,0,47,0.9,91.0,3,1,1086.0,1345.0,3451.0,15,1,11,1,1,0,3
47,1054.0,1,1.8,1,3,1,40,0.8,196.0,7,10,27.0,774.0,2296.0,16,12,12,1,0,1,1
1763,994.0,0,1.2,1,4,0,40,0.9,164.0,2,17,296.0,839.0,3104.0,17,7,11,0,0,0,2
106,1661.0,0,1.9,1,5,0,23,1.0,172.0,5,10,846.0,1634.0,2676.0,12,6,11,0,1,1,3
349,635.0,1,0.5,1,2,0,42,0.4,149.0,3,4,300.0,1059.0,2973.0,12,5,18,0,0,1,2
1079,1893.0,1,0.5,1,1,0,23,0.1,179.0,8,3,1203.0,1432.0,1482.0,15,7,17,0,1,0,2
238,1330.0,0,0.5,0,0,0,38,1.0,183.0,7,1,1290.0,1441.0,1733.0,9,0,11,1,0,1,1
213,1827.0,0,1.7,0,4,1,39,0.5,128.0,5,16,55.0,1020.0,2844.0,14,9,10,1,1,0,2
1775,574.0,1,3.0,0,1,1,30,0.9,126.0,2,3,94.0,1334.0,1167.0,5,3,19,1,0,0,0
1138,1413.0,1,1.7,0,2,0,10,0.2,200.0,6,6,314.0,1606.0,2867.0,5,4,15,0,1,0,2
793,1347.0,0,0.9,1,8,1,53,0.8,108.0,6,15,961.0,1008.0,3836.0,15,3,14,1,0,1,3
1586,546.0,1,2.6,1,5,0,26,1.0,159.0,5,15,416.0,1658.0,1550.0,7,2,3,0,1,0,1
1582,1171.0,1,1.7,1,2,0,19,0.3,167.0,7,19,248.0,755.0,263.0,6,5,8,0,0,0,0
1671,1146.0,0,3.0,0,5,1,57,0.4,111.0,5,10,73.0,583.0,291.0,19,9,11,1,1,1,0
523,1413.0,0,0.5,1,5,0,51,0.3,117.0,5,11,187.0,517.0,3383.0,16,5,2,0,0,0,3
232,1715.0,0,1.0,1,4,1,31,0.5,83.0,8,17,638.0,1615.0,625.0,17,6,13,1,0,0,0
644,1715.0,0,1.9,0,4,1,3,0.1,171.0,5,6,79.0,1652.0,514.0,7,4,13,1,0,0,0
1507,1575.0,0,2.5,1,0,1,11,0.2,185.0,7,20,492.0,818.0,2182.0,7,3,17,1,1,0,2
533,1217.0,1,0.5,0,3,0,17,0.5,182.0,4,13,628.0,632.0,1711.0,7,3,9,1,0,1,1
1941,1522.0,0,2.2,0,4,0,21,0.7,162.0,6,11,533.0,1696.0,3767.0,15,9,16,0,0,1,3
603,1770.0,0,2.3,1,0,0,7,0.8,128.0,7,6,886.0,1552.0,1480.0,6,1,17,1,0,0,1
1329,1384.0,1,2.8,1,15,0,60,0.1,82.0,3,18,983.0,1210.0,1221.0,18,12,15,1,0,1,1
1074,518.0,1,2.4,0,0,1,62,0.6,128.0,6,0,489.0,710.0,2514.0,16,12,7,1,1,1,1
1304,1077.0,1,1.7,1,1,0,58,0.8,86.0,7,13,135.0,1892.0,3902.0,9,3,3,1,0,0,3
60,1484.0,0,3.0,0,3,0,12,0.6,134.0,3,5,916.0,969.0,1457.0,14,4,20,1,1,0,1
1263,740.0,0,1.8,0,1,0,12,0.2,123.0,1,11,935.0,1147.0,1105.0,7,6,19,0,1,1,0
92,885.0,0,2.3,1,0,1,15,0.4,103.0,7,0,769.0,802.0,1410.0,16,10,5,1,1,1,0
666,890.0,1,2.2,1,4,0,44,0.5,198.0,8,13,1074.0,1873.0,751.0,7,3,3,0,0,0,0
280,1733.0,1,2.8,0,3,1,36,1.0,119.0,6,20,357.0,527.0,3576.0,17,16,9,1,0,0,3
1113,1341.0,1,2.1,1,0,0,36,0.4,107.0,8,1,473.0,574.0,2200.0,18,14,15,0,1,0,1
359,1960.0,1,2.3,1,1,1,61,0.3,86.0,7,3,205.0,1299.0,3865.0,10,7,11,1,0,0,3
1128,1671.0,0,0.5,1,13,0,5,0.9,179.0,8,18,398.0,1263.0,815.0,16,6,10,1,1,1,0
1169,763.0,1,0.5,0,9,1,51,0.3,104.0,5,12,273.0,1278.0,2865.0,11,6,9,1,1,1,2
847,1843.0,1,1.8,1,13,1,16,0.7,134.0,6,18,118.0,580.0,3213.0,15,14,15,1,1,0,3
1521,1128.0,1,0.5,1,6,0,33,0.6,147.0,8,7,938.0,1226.0,1440.0,17,15,19,1,0,0,1
110,783.0,0,1.8,1,0,1,43,1.0,106.0,3,4,1198.0,1471.0,2016.0,16,4,18,1,1,0,1
42,1253.0,1,0.5,1,5,1,5,0.2,152.0,2,19,685.0,714.0,1878.0,15,0,4,1,1,0,1
125,1659.0,0,2.8,0,5,0,16,0.6,89.0,1,20,819.0,902.0,3255.0,19,14,9,0,0,1,3
204,1472.0,1,2.3,0,6,0,61,0.1,168.0,6,19,710.0,1052.0,2677.0,19,15,8,1,0,0,2
52,1654.0,1,1.5,1,0,1,43,0.3,109.0,2,0,546.0,629.0,3112.0,12,5,10,1,1,0,3
545,767.0,0,1.9,0,16,1,19,0.2,185.0,6,17,271.0,1000.0,2445.0,6,1,6,1,1,1,1
68,1242.0,0,1.1,1,0,0,10,0.6,165.0,2,1,459.0,1225.0,1050.0,11,1,4,1,0,1,0
1740,1855.0,0,0.5,0,5,0,32,0.6,187.0,8,18,267.0,1161.0,3933.0,7,0,7,1,0,1,3
1547,1611.0,0,0.5,1,4,1,27,0.9,199.0,1,10,163.0,1011.0,3078.0,15,2,6,1,0,1,2
183,959.0,1,2.6,1,15,0,20,1.0,84.0,4,19,561.0,1631.0,3965.0,16,1,6,1,0,0,3
137,866.0,0,0.5,1,5,1,46,0.5,179.0,8,7,692.0,1686.0,3825.0,12,11,2,1,1,1,3
899,1112.0,0,0.5,0,0,1,12,0.9,190.0,4,6,777.0,1119.0,3302.0,11,0,20,1,1,1,3
796,1204.0,1,2.6,0,0,0,10,0.3,199.0,7,3,480.0,1482.0,1724.0,11,2,19,1,0,0,1
132,645.0,0,0.5,0,1,0,41,1.0,197.0,7,10,327.0,580.0,2962.0,12,9,4,1,1,1,2
80,1589.0,1,0.6,1,0,1,58,0.9,85.0,7,7,319.0,1206.0,3464.0,19,10,6,1,1,1,3
1986,1139.0,1,0.9,1,6,1,58,0.5,161.0,2,11,742.0,999.0,1850.0,9,4,8,1,0,0,1
1540,1994.0,1,0.7,0,5,0,5,0.4,189.0,2,7,86.0,1546.0,1836.0,12,11,18,1,0,0,2
541,793.0,0,1.2,1,1,1,38,0.6,176.0,4,7,1226.0,1815.0,3139.0,6,1,12,1,1,1,3
1668,962.0,0,1.0,1,14,0,2,0.9,125.0,1,20,1618.0,1916.0,1491.0,16,2,14,1,0,0,1
983,1175.0,1,1.3,0,2,0,19,0.3,164.0,7,9,873.0,1394.0,1944.0,9,4,9,1,1,0,1
165,517.0,0,1.4,1,3,1,33,0.8,183.0,4,8,660.0,974.0,3704.0,17,16,11,1,0,1,3
248,957.0,1,2.5,0,4,0,7,0.8,107.0,5,10,1201.0,1485.0,1846.0,12,5,7,1,0,1,1
446,1991.0,1,2.7,0,5,1,64,0.9,145.0,2,13,1058.0,1325.0,1733.0,5,3,8,1,1,0,2
1514,834.0,0,0.5,0,2,1,27,0.2,123.0,1,16,1421.0,1463.0,1591.0,11,9,20,1,1,0,1
858,1878.0,1,0.5,0,9,0,29,0.6,85.0,8,19,210.0,1026.0,1334.0,18,7,2,0,0,0,1
1211,713.0,1,1.6,0,7,1,2,0.4,181.0,8,9,1211.0,1378.0,485.0,10,6,4,1,1,1,0
97,1665.0,1,0.5,0,3,1,60,0.2,194.0,6,18,1572.0,1684.0,1601.0,18,17,14,1,0,0,2
1973,816.0,0,3.0,1,2,0,9,0.1,117.0,1,3,1196.0,1651.0,3851.0,10,3,14,1,0,1,3
737,675.0,0,2.4,0,1,0,42,0.6,187.0,7,2,482.0,874.0,2953.0,9,5,13,1,1,0,2
1255,1039.0,0,0.6,0,5,1,6,0.1,136.0,6,8,62.0,544.0,3212.0,15,7,7,1,0,1,2
102,543.0,0,0.5,0,0,0,57,0.7,192.0,5,4,391.0,984.0,2413.0,17,14,15,1,0,0,1
434,728.0,0,2.3,1,4,0,23,0.8,111.0,4,5,126.0,817.0,457.0,17,10,16,1,1,1,0
74,797.0,1,2.9,1,4,0,38,0.5,90.0,4,6,763.0,1413.0,590.0,9,2,6,0,1,0,0
1791,1203.0,1,0.5,1,0,1,11,0.9,109.0,2,12,35.0,510.0,1672.0,17,13,19,1,1,0,0
1234,578.0,1,0.5,0,9,1,62,0.3,170.0,5,13,626.0,1134.0,2977.0,15,12,5,1,1,1,2
918,979.0,0,0.5,1,0,1,5,0.5,164.0,7,2,793.0,1670.0,3449.0,5,2,14,1,0,0,3
1711,916.0,1,0.5,0,0,1,47,0.2,82.0,4,1,1147.0,1393.0,1659.0,11,10,11,1,1,0,1
1670,1569.0,1,1.6,1,4,1,54,0.9,190.0,4,6,371.0,665.0,3905.0,6,2,4,1,0,0,3
1620,623.0,0,1.4,1,0,1,15,0.2,189.0,3,1,778.0,844.0,3510.0,14,4,18,1,0,1,2
762,829.0,0,0.5,0,0,0,56,0.6,129.0,7,1,91.0,1916.0,820.0,12,6,11,1,0,1,0
989,559.0,1,0.5,0,10,0,11,0.4,82.0,5,14,541.0,823.0,2019.0,10,4,16,1,1,1,1
388,1117.0,0,0.5,0,1,0,12,0.6,144.0,7,8,798.0,817.0,2895.0,7,6,16,1,1,0,2
235,1523.0,1,1.8,0,6,1,11,0.1,129.0,1,8,148.0,1606.0,707.0,19,8,19,1,1,0,0
1506,848.0,1,1.5,1,4,1,36,0.3,151.0,4,16,56.0,527.0,2289.0,10,2,19,1,1,1,1
267,1054.0,0,1.1,1,10,1,38,0.4,136.0,6,12,1097.0,1222.0,1675.0,18,4,14,1,1,1,1
1187,1300.0,1,0.5,0,5,0,62,0.1,156.0,6,7,219.0,1037.0,874.0,15,3,10,1,1,0,0
117,1084.0,1,2.6,0,3,1,40,0.9,107.0,3,11,322.0,771.0,1945.0,15,4,10,1,1,0,1
1606,557.0,0,0.5,1,3,0,17,0.2,89.0,6,4,322.0,710.0,2623.0,17,16,16,0,0,0,1
673,710.0,1,0.5,0,6,0,32,0.8,151.0,5,9,485.0,857.0,1419.0,12,11,18,0,1,0,0
249,1617.0,1,1.3,1,3,1,30,0.7,105.0,2,4,246.0,1038.0,829.0,9,0,10,1,0,0,0
1452,1450.0,0,2.1,0,1,0,31,0.6,114.0,5,4,1573.0,1639.0,794.0,11,5,9,0,1,1,1
1994,858.0,0,2.2,0,1,0,50,0.1,84.0,1,2,528.0,1416.0,3978.0,17,16,3,1,1,0,3
94,1322.0,0,1.7,1,6,0,7,0.8,140.0,3,9,177.0,1990.0,1418.0,19,17,12,0,1,0,1
33,1310.0,1,2.2,1,0,1,51,0.6,100.0,4,0,178.0,1919.0,3845.0,7,0,12,1,1,0,3
1463,1147.0,0,0.8,1,11,0,28,0.7,158.0,6,13,1085.0,1134.0,2627.0,18,3,15,1,0,1,2
1667,1967.0,0,0.5,0,0,1,46,0.6,199.0,1,7,518.0,1374.0,1567.0,15,2,7,1,1,0,1
448,1589.0,0,2.5,0,5,1,51,0.8,195.0,1,18,810.0,1743.0,2612.0,8,2,16,1,0,0,2
716,863.0,0,1.6,1,5,1,6,0.7,133.0,4,13,717.0,1799.0,520.0,10,2,18,1,0,1,0
1809,683.0,1,2.1,0,7,0,30,0.1,197.0,7,8,927.0,1135.0,2066.0,9,0,15,0,0,0,1
1517,911.0,0,1.4,1,3,0,14,0.7,199.0,4,4,1563.0,1692.0,2933.0,16,3,11,0,1,0,3
0,842.0,0,2.2,0,1,0,7,0.6,188.0,2,2,20.0,756.0,2549.0,9,7,19,0,0,1,1
1375,1604.0,1,1.9,1,0,1,63,0.6,93.0,5,2,641.0,1156.0,1464.0,15,9,20,1,1,0,1
1101,1672.0,1,0.5,1,13,1,32,0.7,174.0,1,20,1281.0,1896.0,1267.0,17,4,20,1,1,0,1
1108,808.0,0,2.3,0,3,0,45,0.8,161.0,1,9,526.0,1324.0,3431.0,15,6,13,0,1,1,3
1226,603.0,1,2.5,1,3,0,35,0.7,126.0,3,16,692.0,1057.0,3703.0,13,1,9,0,0,1,3
82,1510.0,1,0.9,1,2,0,45,0.9,180.0,5,3,708.0,1752.0,3484.0,9,6,11,0,1,1,3
1288,1541.0,1,2.8,1,10,1,28,0.2,165.0,5,15,796.0,1052.0,1108.0,12,1,7,1,0,1,1
676,1027.0,0,0.5,0,2,1,64,0.9,103.0,2,7,1698.0,1747.0,3786.0,17,12,12,1,0,0,3
1920,591.0,1,0.5,1,1,1,16,0.9,90.0,6,17,892.0,1603.0,3746.0,5,0,5,1,1,0,3
1046,1057.0,0,2.1,0,4,0,5,0.5,154.0,5,13,416.0,1055.0,3705.0,6,4,13,1,0,0,3
770,1911.0,1,2.0,0,7,1,64,0.6,163.0,8,8,1795.0,1958.0,3872.0,9,8,11,1,1,0,3
1946,590.0,1,1.2,1,0,0,32,0.4,141.0,6,1,227.0,509.0,1817.0,10,0,6,0,1,0,0
1280,1426.0,0,1.6,0,4,1,12,0.7,174.0,5,16,1573.0,1694.0,1277.0,14,9,5,1,0,0,1
1580,1897.0,1,1.9,0,2,1,54,0.3,154.0,2,7,630.0,738.0,412.0,17,11,2,1,0,0,0
1488,959.0,1,1.3,1,0,0,36,0.4,196.0,5,14,1313.0,1331.0,3073.0,19,1,8,1,1,1,3
404,1552.0,1,2.2,0,6,1,13,0.2,123.0,6,9,269.0,1026.0,2403.0,9,2,9,1,1,1,2
1727,1564.0,0,1.4,0,5,1,26,0.1,129.0,6,16,117.0,1115.0,3742.0,13,3,13,1,1,0,3
1298,1089.0,0,1.4,1,10,0,2,0.1,153.0,7,20,211.0,1409.0,2620.0,7,5,13,1,0,0,2
1340,1469.0,0,0.5,0,3,1,58,0.5,150.0,7,8,1699.0,1850.0,1571.0,17,16,2,1,0,0,2
104,553.0,0,2.4,1,1,1,8,0.5,121.0,7,3,325.0,902.0,1204.0,11,4,8,1,1,1,0
688,1314.0,0,2.9,1,8,1,41,0.1,155.0,4,12,113.0,577.0,626.0,10,4,4,1,1,1,0
1305,1023.0,1,2.3,1,5,1,30,0.2,80.0,8,7,5.0,1744.0,2086.0,10,0,19,1,1,1,1
826,1788.0,1,0.5,1,15,1,2,0.3,150.0,6,20,472.0,1073.0,2655.0,12,2,4,1,0,1,2
62,1156.0,1,1.2,1,0,1,50,0.8,159.0,2,0,322.0,547.0,470.0,7,0,15,1,1,0,0
852,814.0,1,1.1,1,2,0,41,0.8,177.0,2,10,1092.0,1406.0,1944.0,16,6,12,1,0,0,1
1353,1436.0,0,2.5,1,0,1,42,0.9,124.0,8,1,1826.0,1836.0,2736.0,12,5,19,1,1,0,3
223,1452.0,1,0.5,1,1,1,25,0.9,123.0,6,11,42.0,1040.0,2669.0,12,10,13,1,0,0,2
145,1814.0,0,1.4,1,1,1,9,0.4,141.0,2,2,756.0,786.0,3556.0,18,12,16,1,0,0,3
1088,1655.0,1,0.5,1,6,1,4,0.1,105.0,3,12,626.0,1348.0,673.0,10,3,12,1,0,0,0
373,1067.0,1,1.7,1,0,0,58,0.5,135.0,7,0,79.0,681.0,706.0,12,9,16,0,1,0,0
1420,904.0,0,2.7,1,4,0,19,0.6,147.0,6,7,1094.0,1496.0,545.0,19,18,16,0,0,0,0
1142,1193.0,1,3.0,0,10,0,56,0.4,196.0,3,17,674.0,864.0,2394.0,19,11,14,1,1,0,2
1826,925.0,1,2.1,0,9,0,56,0.2,196.0,1,14,1262.0,1520.0,2466.0,8,0,5,1,0,0,2
1494,574.0,1,2.0,1,0,1,26,0.5,118.0,6,2,382.0,1364.0,1303.0,8,4,2,1,0,1,0
1601,1254.0,1,1.2,0,2,1,27,0.2,134.0,2,10,1288.0,1372.0,817.0,14,1,16,1,1,1,0
1270,1053.0,0,2.9,0,7,0,42,0.9,126.0,6,17,419.0,1261.0,1339.0,17,0,14,0,0,1,0
9,509.0,1,0.6,1,2,1,9,0.1,93.0,5,15,1137.0,1224.0,513.0,19,10,12,1,0,0,0
449,1844.0,1,2.3,1,1,0,51,0.7,158.0,8,3,533.0,882.0,1724.0,5,1,14,0,1,1,1
708,977.0,1,2.8,1,2,0,35,0.6,165.0,2,15,1502.0,1862.0,3714.0,19,3,10,0,1,1,3
255,973.0,1,1.5,0,5,1,57,0.2,190.0,7,16,457.0,1816.0,2977.0,6,4,2,1,0,0,2
882,1156.0,1,2.7,1,1,1,30,0.9,173.0,3,16,945.0,1913.0,2735.0,16,15,13,1,0,1,2
389,1712.0,0,1.4,0,1,0,63,0.5,137.0,7,12,747.0,1126.0,3652.0,16,1,19,1,0,0,3
908,1254.0,0,1.7,0,0,1,45,0.4,146.0,3,3,1571.0,1956.0,606.0,7,2,2,1,1,1,1
924,1966.0,0,0.8,1,15,1,48,0.2,144.0,1,16,1242.0,1973.0,1252.0,6,4,19,1,1,1,2
1703,942.0,0,1.4,1,8,0,27,0.5,91.0,4,9,754.0,1532.0,587.0,6,3,13,0,1,1,0
1232,1348.0,1,2.0,1,5,0,36,0.3,145.0,6,6,468.0,741.0,2554.0,19,1,12,0,1,0,2
460,1742.0,0,2.3,1,9,1,43,0.4,170.0,7,12,453.0,681.0,2610.0,12,3,10,1,0,1,2
1269,1512.0,0,0.6,1,1,1,54,0.4,134.0,3,2,220.0,1838.0,3366.0,7,3,11,1,0,1,3
1759,1020.0,1,0.7,1,3,1,27,0.7,128.0,4,4,919.0,1482.0,3204.0,18,1,9,1,0,1,3
1168,1250.0,1,1.4,0,8,0,44,0.2,182.0,7,20,703.0,1011.0,1882.0,14,1,14,0,0,0,1
958,1008.0,0,2.5,0,3,0,36,1.0,109.0,1,14,825.0,1972.0,1083.0,6,4,6,0,0,0,1
501,1773.0,1,2.5,0,16,1,32,0.6,170.0,6,18,1215.0,1472.0,3566.0,17,6,13,1,0,1,3
739,1303.0,0,1.0,1,0,1,15,0.1,138.0,3,10,229.0,1604.0,2574.0,12,4,14,1,1,1,2
1849,1786.0,0,1.2,0,11,0,61,0.1,123.0,3,14,74.0,865.0,3033.0,14,11,17,0,1,0,3
868,981.0,1,1.9,1,0,0,2,0.1,136.0,3,7,75.0,688.0,1539.0,19,12,19,0,0,0,0
731,1807.0,1,2.1,0,2,0,49,0.8,125.0,1,10,337.0,1384.0,1906.0,17,13,13,0,1,1,2
539,525.0,1,0.5,1,5,0,51,0.5,137.0,8,11,262.0,1587.0,1891.0,18,3,12,0,1,0,1
1201,1481.0,1,2.0,1,0,0,35,0.5,105.0,3,0,249.0,522.0,2635.0,17,16,4,1,0,1,2
697,1567.0,0,0.5,1,3,0,22,0.5,119.0,6,6,545.0,1621.0,2312.0,9,1,18,1,0,0,2
1392,1686.0,1,0.5,1,4,0,28,0.8,182.0,5,8,599.0,1073.0,780.0,11,10,5,0,0,0,0
1376,539.0,0,2.0,1,1,0,24,0.5,86.0,4,2,958.0,967.0,1326.0,7,4,3,1,1,0,0
1145,1635.0,0,2.6,1,0,1,2,0.6,182.0,4,0,1209.0,1411.0,2315.0,10,1,2,1,1,0,2
1031,1983.0,1,0.5,1,3,0,43,1.0,87.0,6,10,349.0,676.0,2775.0,9,4,3,0,1,1,2
372,1703.0,1,1.5,1,17,1,55,0.7,138.0,5,19,1411.0,1711.0,2993.0,5,1,20,1,1,1,3
667,600.0,0,0.5,0,1,0,48,0.8,191.0,3,7,501.0,1465.0,3393.0,12,7,8,1,0,0,2
1525,1517.0,0,2.5,0,2,1,8,0.8,169.0,4,18,570.0,1645.0,2738.0,18,16,12,1,0,0,2
357,880.0,0,2.0,1,1,1,50,0.5,194.0,7,3,1116.0,1381.0,827.0,15,9,6,1,0,1,0
967,1807.0,0,2.0,1,0,1,13,0.5,155.0,8,0,970.0,974.0,323.0,9,3,3,1,1,1,0
783,1067.0,0,1.8,1,11,0,14,0.2,146.0,1,15,965.0,1009.0,966.0,5,0,13,0,0,1,0
735,771.0,1,0.5,0,3,0,25,1.0,86.0,4,6,327.0,922.0,770.0,12,1,20,0,1,0,0
1035,1696.0,0,1.7,0,1,0,13,0.9,97.0,3,2,179.0,772.0,523.0,5,0,4,0,1,1,0
970,904.0,0,1.6,1,5,1,14,0.2,102.0,8,9,56.0,760.0,1846.0,7,0,3,1,0,1,1
1524,1162.0,0,1.0,0,0,0,50,0.5,104.0,4,10,332.0,866.0,1404.0,10,3,15,1,1,1,1
1486,1143.0,0,1.2,1,1,1,22,1.0,125.0,3,6,1116.0,1724.0,1214.0,12,5,16,1,1,0,1
1523,1650.0,0,2.3,0,0,1,38,0.7,89.0,1,1,773.0,881.0,324.0,14,10,2,1,1,1,0
1490,1015.0,1,0.8,0,5,0,12,0.5,102.0,3,14,335.0,679.0,2293.0,5,1,2,0,1,0,1
1642,936.0,0,0.5,1,14,1,14,0.1,164.0,3,17,150.0,1677.0,3761.0,13,1,12,1,0,0,3
1252,917.0,1,0.5,0,1,1,31,0.5,88.0,6,2,423.0,909.0,3424.0,19,2,13,1,1,0,3
1693,695.0,0,0.5,0,18,1,12,0.6,196.0,2,19,1649.0,1829.0,2855.0,16,13,7,1,1,1,2
1749,1485.0,1,0.9,1,0,1,28,0.8,158.0,5,1,371.0,1023.0,3241.0,14,11,11,1,1,0,3
1236,1794.0,1,0.5,1,5,1,55,0.5,86.0,7,7,43.0,627.0,402.0,14,7,14,1,0,1,0
885,730.0,1,1.3,1,6,0,6,0.9,167.0,7,10,1096.0,1155.0,2812.0,10,1,17,0,0,0,2
79,1103.0,0,1.0,1,6,0,29,0.7,111.0,6,8,990.0,1486.0,1837.0,8,7,16,0,1,1,1
1172,618.0,1,0.5,1,2,1,57,0.2,88.0,3,7,879.0,896.0,2399.0,18,15,17,1,1,1,1
814,1188.0,1,1.5,1,0,0,54,0.3,198.0,6,2,1150.0,1469.0,485.0,12,7,7,0,1,0,0
1285,1724.0,1,1.8,0,0,1,9,0.8,100.0,2,1,655.0,828.0,3056.0,18,16,6,1,0,0,3
671,852.0,0,1.0,1,4,1,62,0.7,104.0,7,13,293.0,1159.0,2253.0,17,4,7,1,1,0,1
1531,1770.0,1,2.3,0,0,0,9,0.6,183.0,6,5,1098.0,1373.0,3785.0,13,10,14,1,0,1,3
57,987.0,0,1.3,1,0,1,61,0.4,107.0,3,9,581.0,820.0,3963.0,9,4,20,1,0,1,3
133,668.0,0,2.9,1,7,0,30,0.2,195.0,8,12,522.0,1056.0,2399.0,10,5,7,1,1,1,1
1140,802.0,0,0.5,1,3,0,43,0.6,153.0,5,6,527.0,734.0,3063.0,17,13,4,0,1,0,2
933,1991.0,1,1.8,0,11,0,9,0.7,94.0,3,12,751.0,1377.0,1511.0,17,8,9,0,0,0,1
1684,1035.0,0,0.5,1,14,1,49,0.3,178.0,2,15,574.0,1171.0,3991.0,12,4,19,1,0,0,3
823,1593.0,1,1.0,0,0,1,52,0.7,130.0,8,0,761.0,1336.0,1354.0,15,13,13,1,1,1,1
1214,582.0,0,0.5,0,8,0,32,0.7,107.0,3,11,1043.0,1702.0,2977.0,6,1,20,0,1,1,2
504,1661.0,1,1.4,0,0,0,29,0.3,119.0,2,0,536.0,861.0,591.0,9,2,9,1,1,1,0
1774,579.0,1,2.5,0,3,0,7,1.0,89.0,8,10,808.0,1517.0,2908.0,12,4,11,0,0,1,2
347,667.0,1,0.6,0,6,1,3,0.7,185.0,6,13,13.0,1463.0,2855.0,5,0,19,1,0,1,2
386,1138.0,0,1.4,0,12,1,44,0.2,187.0,8,17,111.0,1138.0,3475.0,19,3,3,1,0,0,3
1024,950.0,1,0.5,0,9,0,55,0.1,156.0,5,10,774.0,843.0,1095.0,14,12,13,0,1,0,0
894,1497.0,1,0.7,0,5,0,32,0.7,92.0,3,9,1920.0,1933.0,1329.0,6,1,7,1,1,0,2
828,1965.0,0,0.5,0,6,1,4,1.0,84.0,7,9,977.0,1660.0,3535.0,17,0,16,1,1,1,3
1892,1179.0,1,0.5,0,7,1,32,0.3,182.0,2,12,85.0,1451.0,340.0,16,5,16,1,0,0,0
475,1122.0,0,1.2,0,9,0,2,0.6,120.0,4,14,331.0,790.0,3291.0,11,2,13,1,1,1,2
1470,1576.0,1,2.0,0,0,1,20,0.6,148.0,3,0,410.0,1551.0,1379.0,17,1,16,1,0,1,1
1447,1002.0,0,2.7,1,16,1,11,0.4,185.0,6,18,285.0,512.0,961.0,10,7,19,1,0,1,0
1581,1202.0,1,2.4,1,0,0,19,0.1,122.0,2,1,404.0,1742.0,595.0,19,0,3,0,0,0,0
652,1462.0,1,1.7,1,1,0,25,0.2,182.0,7,18,91.0,1478.0,824.0,15,5,13,1,0,1,0
172,625.0,1,1.2,1,5,1,10,0.2,183.0,4,8,635.0,842.0,3323.0,9,1,7,1,1,1,2
1149,1396.0,0,1.5,1,0,1,44,0.1,118.0,6,1,173.0,1843.0,1386.0,7,1,8,1,1,1,1
38,790.0,0,2.0,1,16,1,11,0.3,87.0,6,17,347.0,730.0,3169.0,6,1,2,1,0,1,2
713,1108.0,1,1.3,1,14,1,2,0.3,169.0,7,20,208.0,1742.0,1229.0,5,3,4,1,1,0,0
90,1724.0,0,2.0,1,2,1,57,0.5,177.0,3,5,1605.0,1924.0,2822.0,19,3,16,1,1,0,3
1936,1035.0,1,2.7,0,1,0,40,0.2,157.0,5,15,757.0,1912.0,3548.0,14,4,5,0,1,1,3
1205,1093.0,0,1.9,1,2,1,22,0.3,196.0,8,14,238.0,807.0,1869.0,8,5,4,1,1,1,1
875,1413.0,0,0.6,0,0,1,13,0.1,128.0,1,0,1323.0,1481.0,515.0,5,0,18,1,1,0,0
1351,1885.0,0,2.4,1,12,1,14,0.6,92.0,4,15,1406.0,1517.0,1277.0,9,6,16,1,0,1,1
1889,1090.0,1,2.3,0,1,1,8,0.6,128.0,8,8,1217.0,1670.0,3839.0,17,3,11,1,0,1,3
1093,1403.0,1,2.5,1,3,0,62,0.9,90.0,4,13,217.0,1623.0,921.0,14,13,18,1,0,0,0
1155,1414.0,1,2.2,1,0,1,49,0.5,101.0,4,1,130.0,887.0,2290.0,13,0,12,1,1,0,1
1781,1876.0,0,1.3,1,9,1,64,1.0,98.0,3,19,600.0,1211.0,3132.0,17,0,2,1,1,1,3
1958,1976.0,1,2.6,1,6,0,45,1.0,136.0,4,19,652.0,1933.0,2470.0,11,1,3,0,0,0,3
499,869.0,0,1.3,1,3,0,34,0.1,104.0,2,4,478.0,539.0,3864.0,13,3,11,1,0,0,3
338,1391.0,0,1.4,0,2,1,36,0.8,182.0,1,6,14.0,1256.0,3139.0,14,7,14,1,1,0,2
1188,732.0,1,2.3,1,7,1,39,0.6,188.0,7,11,1163.0,1554.0,3681.0,19,3,15,1,1,1,3
28,1453.0,0,1.6,1,12,1,52,0.3,96.0,2,18,187.0,1311.0,2373.0,10,1,10,1,1,1,2
1217,1451.0,1,0.5,0,5,1,57,0.6,181.0,8,12,812.0,1456.0,3038.0,15,7,18,1,0,1,3
1399,672.0,0,0.5,0,7,1,35,0.1,99.0,8,17,574.0,1267.0,1403.0,16,7,6,1,0,0,0
1820,665.0,1,0.7,0,0,1,31,0.1,185.0,5,2,496.0,1804.0,690.0,5,2,15,1,0,0,0
945,832.0,0,1.1,0,0,1,46,0.3,93.0,6,0,820.0,1366.0,3317.0,8,0,19,1,1,0,3
169,1569.0,0,2.8,1,17,0,44,0.3,110.0,4,20,45.0,1942.0,1260.0,9,2,17,1,0,0,1
1404,1447.0,0,0.5,0,3,0,40,0.7,184.0,2,5,963.0,1062.0,471.0,8,4,20,0,0,1,0
1197,1129.0,1,2.8,1,0,0,49,0.5,185.0,2,2,1070.0,1079.0,1857.0,8,4,5,1,1,1,1
